title	id	price	clicks	unpaid clicks	availability	Dynamic Remarketing - active	Enhanced free listings - active	Enhanced free listings - disapproved or invalid	Free listings - Plus - active	Free listings - Plus - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	country	language	additional image link	adult	bases	brand	brazos	color	description	gtin	identifier exists	image link	is bundle	item group id	link	medidas	product type	shipping weight
Mesa Motia DV6ATS.3048L04E1-4	20_94	30500.00 MXN	8	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155676/Motia_blanca_1.jpg?v=637708827772670000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155677/Motia_blanca_2.jpg?v=637708827776400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155932/Mesa_Motia_blanco.jpg?v=637708829046300000	no		Diseñado por Herman Miller		Blanco	"Eleve su espacio de trabajo a nuevas alturas: ¿busca mejorar la productividad y la salud? Encuentre más movimiento durante su día de trabajo con el escritorio Motia, una maravilla para sentarse y pararse que lo moverá de estar sentado a pararse (y viceversa) con solo tocar un botón. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 DV6ATS.3048L04E1-4"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155676/Motia_blanca_1.jpg?v=637708827772670000	no	20	https://store.hermanmiller.com.mx/mesa-motia/p?idsku=94	76 x 122 cm	Mesas > Sit-to-Stand	41.6 g
Silla Aeron AER2C23DW-2	1_4	28900.00 MXN	529	28	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155459/Aeron_G_1.jpg?v=637708826275400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155460/Aeron_G_2.jpg?v=637708826287470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155461/Aeron_G_3.jpg?v=637708826298400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155462/Aeron_G_4.jpg?v=637708826311570000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155843/Aeron_grafito.jpg?v=637708828874800000	no		Diseñado por Don Chadwick y Bill Stumpf		Grafito	"Aeron es la combinación perfecta de rendimiento y diseño. Nuestra silla de oficina más vendida aún establece expectativas de comodidad ergonómica más de 20 años después de su lanzamiento.
<a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 AER2C23DW-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155459/Aeron_G_1.jpg?v=637708826275400000	no	1	https://store.hermanmiller.com.mx/silla-aeron/p?idsku=4	talla C	Sillas > Sillas para Oficinas	18.9 g
Carretilla OE1 - Estante superior e inferior HZ820.2011SSNN-2	31_114	11100.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155729/Carretilla_OE1_estante_superior_e_inferior_blanco_01.png?v=637708828040000000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155730/Carretilla_OE1_estante_superior_e_inferior_blanco_02.png?v=637708828044400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155731/Carretilla_OE1_estante_superior_e_inferior_blanco_03.png?v=637708828047530000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155732/Carretilla_OE1_estante_superior_e_inferior_blanco_04.png?v=637708828051600000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155947/Mesa_y_Carretillo_OE1_blanco.jpg?v=637708829081500000	no		Diseñado por Sam Hecht y Kim Colin		Blanco	"Para un trabajo ágil, obtenga un almacenamiento que vaya con el flujo. Diseñado con flexibilidad y usos versátiles en mente, este moderno carrito de oficina ofrece almacenamiento personal sobre la marcha en un perfil delgado y minimalista. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ820.2011SSNN-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155729/Carretilla_OE1_estante_superior_e_inferior_blanco_01.png?v=637708828040000000	no	31	https://store.hermanmiller.com.mx/carretilla-oe1-estante-superior-e-inferior/p?idsku=114		Accesorios > Carritos de Almacenamiento	1 g
Silla Cosm Alta FLC162SFH-7	5_20	45900.00 MXN	8	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155520/Cosm_respaldo_alto_brazo_ajustable_grafito_2.jpg?v=637708826816870000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155521/Cosm_respaldo_alto_brazo_ajustable_grafito_1.jpg?v=637708826825770000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155522/Cosm_respaldo_alto_brazo_ajustable_grafito_3.jpg?v=637708826829070000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155859/Cosm_grafito.jpg?v=637708828907530000	no		Diseñado por Studio 7.5	brazo ajustable	Grafito	"El diseño ergonómico de la silla Cosm de respaldo alto te responde instantáneamente, brindándote el equilibrio y el apoyo que necesitas, y una sensación de ligereza que puede hacerte olvidar que estás sentado en una silla. En las opciones ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC162SFH-7"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155520/Cosm_respaldo_alto_brazo_ajustable_grafito_2.jpg?v=637708826816870000	no	5	https://store.hermanmiller.com.mx/silla-cosm-alta/p?idsku=20		Sillas > Sillas para Oficinas	19 g
Silla Mirra 2 Butterfly MRF223AWAF-12	4_18	27900.00 MXN	3	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155514/Mirra_2_Butterfly_blanco_gris_1.jpg?v=637708826779930000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155515/Mirra_2_Butterfly_blanco_gris_2.jpg?v=637708826786500000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155857/Mirra_Gris.jpg?v=637708828902500000	no		Diseñado por Studio 7.5		Blanco & Gris	"La silla de oficina Mirra 2 es como una gran zapatilla para correr: se mueve contigo, brindándote todo el apoyo que necesitas para seguir adelante, sin cansarse. Las opciones de color y el diseño elegante hacen que Mirra 2 se adapte a cualquier entorno. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 MRF223AWAF-12"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155514/Mirra_2_Butterfly_blanco_gris_1.jpg?v=637708826779930000	no	4	https://store.hermanmiller.com.mx/silla-mirra-2-butterfly/p?idsku=18		Sillas > Sillas para Oficinas	19 g
Carretilla OE1 - Cajón superior y Cajón basculante inferior HZ820.2011DTNF-2	33_125	17900.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155749/Carretilla_OE1_cajon_superior_-_estante_basculante_canyon_01.png?v=637708828097900000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155958/Mesa_y_Carretillo_OE1_Canyon.jpg?v=637708829101500000	no		Diseñado por Sam Hecht y Kim Colin		Canyon	"Para un trabajo ágil, obtenga un almacenamiento que vaya con el flujo. Diseñado con flexibilidad y usos versátiles en mente, este moderno carrito de oficina ofrece almacenamiento personal sobre la marcha en un perfil delgado y minimalista. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ820.2011DTNF-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155749/Carretilla_OE1_cajon_superior_-_estante_basculante_canyon_01.png?v=637708828097900000	no	33	https://store.hermanmiller.com.mx/carretilla-oe1-cajon-superior-y-cajon-basculante-inferior/p?idsku=125		Accesorios > Carritos de Almacenamiento	1 g
Silla Embody CN222AWAA-57	2_12	37800.00 MXN	12	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155493/Embody_negro-blanco_2.jpg?v=637708826619930000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155851/Embody_blanco_y_negro.jpg?v=637708828890300000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156262/Embody_negro-blanco_1.jpg?v=637728721131470000	no		Diseñado por Don Chadwick y Bill Stumpf		Negro & blanco	"¿Qué pasaría si una silla pudiera hacer más que minimizar los efectos negativos de sentarse? Bill Stumpf y Jeff Weber diseñaron la silla Embody con esto en mente. El resultado fue un hito en la tecnología de asientos ergonómicos. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 CN222AWAA-57"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156262/Embody_negro-blanco_1.jpg?v=637728721131470000	no	2	https://store.hermanmiller.com.mx/silla-embody/p?idsku=12		Sillas > Sillas para Oficinas	27.9 g
Silla Aeron AER2C23DF-2	1_2	38800.00 MXN	7	7	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155452/Aeron_Alum_2.jpg?v=637708826201530000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155453/Aeron_Alum_1.jpg?v=637708826208270000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155454/Aeron_Alum_3.jpg?v=637708826218730000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155841/Aeron_grafito.jpg?v=637708828865430000	no		Diseñado por Don Chadwick y Bill Stumpf		Aluminio pulido	"Aeron es la combinación perfecta de rendimiento y diseño. Nuestra silla de oficina más vendida aún establece expectativas de comodidad ergonómica más de 20 años después de su lanzamiento.
<a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 AER2C23DF-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155452/Aeron_Alum_2.jpg?v=637708826201530000	no	1	https://store.hermanmiller.com.mx/silla-aeron/p?idsku=2	talla C	Sillas > Sillas para Oficinas	18.9 g
Mesa Everywhere DT1AS.2448LP-51	18_71	12400.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155649/Everywhere_blanca_1.jpg?v=637708827589800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155909/Mesa_Everwhere_blanco.jpg?v=637708829002000000	no		Diseñado por Dan Grabowski		Blanco	"Las líneas finas y nítidas ayudan a que estos escritorios duraderos y versátiles se adapten a cualquier lugar. Reorganícelos para una reunión rápida o utilícelos como escritorio de oficina en casa. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 DT1AS.2448LP-51"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155649/Everywhere_blanca_1.jpg?v=637708827589800000	no	18	https://store.hermanmiller.com.mx/mesa-everywhere/p?idsku=71	61 x 122 cm	Mesas > Mesas de Oficina	20 g
Silla Setu CQ51MA-417	11_56	19100.00 MXN	22	7	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155621/Setu_blanco_1.jpg?v=637708827474370000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155622/Setu_blanco_2.jpg?v=637708827477670000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155895/Setu_blanco.jpg?v=637708828975730000	no		Diseñado por Studio 7.5		Blanco	"La comodidad puede ser un proceso. En Setu, el proceso es instantáneo. El exclusivo Kinematic Spine y el innovador material de suspensión Lyris 2 trabajan juntos para garantizar el equilibrio adecuado de flexibilidad y apoyo tan pronto como se siente. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 CQ51MA-417"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155621/Setu_blanco_1.jpg?v=637708827474370000	no	11	https://store.hermanmiller.com.mx/silla-setu/p?idsku=56		Sillas > Sillas multiusos	21.3 g
Bandeja de papel CY105.-2	23_101	1050.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/156193/Formwork_bandeja-de-papel_01--1-.jpg?v=637710553087670000	no		Diseñado por Sam Hecht y Kim Colin			"La mayor parte de su trabajo puede ser digital, pero los papeles siempre se amontonan en mesas y bancos. Controle el papeleo con la bandeja de papel Formwork, sola o apilada con otras bandejas y componentes Formwork. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 CY105.-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156193/Formwork_bandeja-de-papel_01--1-.jpg?v=637710553087670000	no	23	https://store.hermanmiller.com.mx/bandeja-de-papel/p?idsku=101		Accesorios > Accesorios de Escritorio	1 g
Silla Cosm Alta FLC362SFH-2	5_22	50200.00 MXN	5	3	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155528/Cosm_respaldo_alto_brazo_ajustable_nightfall_4.jpg?v=637708826846730000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155529/Cosm_respaldo_alto_brazo_ajustable_nightfall_2.jpg?v=637708826850500000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155530/Cosm_respaldo_alto_brazo_ajustable_nightfall_3.jpg?v=637708826853600000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155531/Cosm_respaldo_alto_brazo_ajustable_nightfall_1.jpg?v=637708826856270000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155861/Cosm_Nightfall.jpg?v=637708828910570000	no		Diseñado por Studio 7.5	brazo ajustable	Nightfall	"El diseño ergonómico de la silla Cosm de respaldo alto te responde instantáneamente, brindándote el equilibrio y el apoyo que necesitas, y una sensación de ligereza que puede hacerte olvidar que estás sentado en una silla. En las opciones ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC362SFH-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155528/Cosm_respaldo_alto_brazo_ajustable_nightfall_4.jpg?v=637708826846730000	no	5	https://store.hermanmiller.com.mx/silla-cosm-alta/p?idsku=22		Sillas > Sillas para Oficinas	19 g
Mesa OE1 HZ515S.3060L-5	19_81	16800.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155662/Mesa_OE1_ash-blanco.jpg?v=637708827666600000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155919/Mesa_y_Carretillo_OE1_blanco.jpg?v=637708829020630000	no		Diseñado por Sam Hecht y Kim Colin		Ash & Blanco	"Para un trabajo ágil: la mesa OE1 une la estética minimalista y la funcionalidad flexible en una forma elegante. Si está buscando llevar un estilo discreto y utilidad a su hogar u oficina, este escritorio espacioso y resistente es para usted. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ515S.3060L-5"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155662/Mesa_OE1_ash-blanco.jpg?v=637708827666600000	no	19	https://store.hermanmiller.com.mx/mesa-oe1/p?idsku=81	76 x 152 cm	Mesas > Mesas de Oficina	41.2 g
Perchero Eames - Negro HIABKBK	37_132	6300.00 MXN	8	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155763/Perchero_Eames_Negro_02.jpg?v=637708828173770000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155764/Perchero_Eames_Negro_03.jpg?v=637708828175800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155965/HIA_Eames_negro.jpg?v=637708829115700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156266/Perchero_Eames_Negro_01.jpg?v=637728730279400000	no		Diseñado por Charles y Ray Eames		Negro	"Con su percha, Charles y Ray Eames han convertido la percha ordinaria en algo tan divertido que te lo pensarás dos veces antes de cubrirlo con abrigos. Ofrecido originalmente con ganchos de colores y una base blanca, ahora tenemos opciones monocromáticas y de madera. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HIABKBK"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156266/Perchero_Eames_Negro_01.jpg?v=637728730279400000	no	37	https://store.hermanmiller.com.mx/perchero-eames-negro/p?idsku=132		Decoración > Perchero	1.4 g
Bubble Lamp Ball H761M10-1	40_136	16200.00 MXN	2	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155769/Bubble_Lamp_Ball_Medio_1.jpg?v=637708828188800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155770/Bubble_Lamp_Ball_Medio_2.jpg?v=637708828191930000	no		Diseñado por George Nelson			"Bubble Ball es una hermosa esfera perfectamente redonda que llena cualquier habitación con una luz suave y difusa que flota desde el techo. Las intemporales Nelson Bubble Luminaires, creadas en 1952, son una hermosa adición a las habitaciones contemporáneas. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 H761M10-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155769/Bubble_Lamp_Ball_Medio_1.jpg?v=637708828188800000	no	40	https://store.hermanmiller.com.mx/bubble-lamp-ball/p?idsku=136	medio	Decoración > Lámparas colgantes	1 g
Carretilla OE1 - Cajón superior + estante inferior HZ820.2011DSNN-1	32_121	12800.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155742/Carretilla_OE1_cajon_superior_-_estante_inferior_nightfall_01.png?v=637708828081170000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155954/Mesa_y_carretillo_OE1_Nightfall.jpg?v=637708829094170000	no		Diseñado por Sam Hecht y Kim Colin		Nightfall	"Para un trabajo ágil, obtenga un almacenamiento que vaya con el flujo. Diseñado con flexibilidad y usos versátiles en mente, este moderno carrito de oficina ofrece almacenamiento personal sobre la marcha en un perfil delgado y minimalista. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ820.2011DSNN-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155742/Carretilla_OE1_cajon_superior_-_estante_inferior_nightfall_01.png?v=637708828081170000	no	32	https://store.hermanmiller.com.mx/carretilla-oe1-cajon-superior-estante-inferior/p?idsku=121		Accesorios > Carritos de Almacenamiento	1 g
Mesa OE1 44444444	19_83	18700.00 MXN	0	0	in stock	MX		MX		MX		MX		MX	Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155921/Mesa_y_carretillo_OE1_Glacier.jpg?v=637708829023930000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156189/Mesa-OE1_ash---glacier.jpg?v=637710540337000000	no		Diseñado por Sam Hecht y Kim Colin		Ash & Glacier	"Para un trabajo ágil: la mesa OE1 une la estética minimalista y la funcionalidad flexible en una forma elegante. Si está buscando llevar un estilo discreto y utilidad a su hogar u oficina, este escritorio espacioso y resistente es para usted. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 44444444"	44444444	yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156189/Mesa-OE1_ash---glacier.jpg?v=637710540337000000	no	19	https://store.hermanmiller.com.mx/mesa-oe1/p?idsku=83	76 x 152 cm	Mesas > Mesas de Oficina	41.2 g
Sillón Charles Eames ES670-20	12_57	130000.00 MXN	34	12	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155623/Eames_lounge_negro_2.jpg?v=637708827479570000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155624/Eames_lounge_negro_1.jpg?v=637708827481430000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155625/Eames_lounge_negro_3.jpg?v=637708827483130000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155626/Eames_lounge_negro_4.jpg?v=637708827485330000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155896/Eames_negro.jpg?v=637708828977470000	no		Diseñado por Charles y Ray Eames		Negro	"Un clásico atemporal, el Eames and Ottoman Armchair se lanzó en 1956. En ese momento, no había nada igual, e incluso hoy, no lo hay. No es de extrañar que su diseño haya tenido una gran demanda y producción continua desde su lanzamiento. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 ES670-20"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155623/Eames_lounge_negro_2.jpg?v=637708827479570000	no	12	https://store.hermanmiller.com.mx/sillon-charles-eames/p?idsku=57		Sillas > Sillón	1 g
Silla Aeron AER1B23DW-40	1_5	30100.00 MXN	26	2	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155463/Aeron_Onyx_1.jpg?v=637708826329100000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155464/Aeron_Onyx_2.jpg?v=637708826343300000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155465/Aeron_Onyx_3.jpg?v=637708826352700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155466/Aeron_Onyx_4.jpg?v=637708826362400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155844/Aeron_Onyx.jpg?v=637708828876830000	no		Diseñado por Don Chadwick y Bill Stumpf		Onyx	"Aeron es la combinación perfecta de rendimiento y diseño. Nuestra silla de oficina más vendida aún establece expectativas de comodidad ergonómica más de 20 años después de su lanzamiento.
<a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 AER1B23DW-40"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155463/Aeron_Onyx_1.jpg?v=637708826329100000	no	1	https://store.hermanmiller.com.mx/silla-aeron/p?idsku=5	talla B	Sillas > Sillas para Oficinas	18.9 g
Sillón Charles Eames 22222222	12_58	135900.00 MXN	4	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155627/Eames_lounge_ash_1.jpg?v=637708827488000000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155897/Eames_ash.jpg?v=637708828979330000	no		Diseñado por Charles y Ray Eames		Ash	"Un clásico atemporal, el Eames and Ottoman Armchair se lanzó en 1956. En ese momento, no había nada igual, e incluso hoy, no lo hay. No es de extrañar que su diseño haya tenido una gran demanda y producción continua desde su lanzamiento. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 22222222"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155627/Eames_lounge_ash_1.jpg?v=637708827488000000	no	12	https://store.hermanmiller.com.mx/sillon-charles-eames/p?idsku=58		Sillas > Sillón	1 g
Carretilla OE1 - Estante superior e inferior 77777777	31_117	11400.00 MXN	0	0	in stock	MX		MX		MX		MX		MX	Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155735/Carretilla_OE1_estante_superior_e_inferior_glacier_01.png?v=637708828058330000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155950/Mesa_y_carretillo_OE1_Glacier.jpg?v=637708829087130000	no		Diseñado por Sam Hecht y Kim Colin		Glacier	"Para un trabajo ágil, obtenga un almacenamiento que vaya con el flujo. Diseñado con flexibilidad y usos versátiles en mente, este moderno carrito de oficina ofrece almacenamiento personal sobre la marcha en un perfil delgado y minimalista. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 77777777"	77777777	yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155735/Carretilla_OE1_estante_superior_e_inferior_glacier_01.png?v=637708828058330000	no	31	https://store.hermanmiller.com.mx/carretilla-oe1-estante-superior-e-inferior/p?idsku=117		Accesorios > Carritos de Almacenamiento	1 g
Caja de clips CY102.S-5	24_102	1970.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155688/Formwork_porta_clips_01.jpg?v=637708827827270000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155689/Formwork_porta_clips_02.jpg?v=637708827829770000	no		Diseñado por Sam Hecht y Kim Colin			"Con su tapa y taza extraíbles, la caja de clips Formwork es ideal para almacenar artículos en la mesa. La caja de plástico ABS viene en dos tamaños. Ambos tienen una base de silicona antideslizante y se pueden apilar juntos o con otros elementos de Formwork. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 CY102.S-5"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155688/Formwork_porta_clips_01.jpg?v=637708827827270000	no	24	https://store.hermanmiller.com.mx/caja-de-clips/p?idsku=102		Accesorios > Accesorios de Escritorio	1 g
Silla Cosm Media FLC152SFH-15	6_29	45200.00 MXN	3	3	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155551/Cosm_respaldo_medio_brazo_ajustable_carbon_1.jpg?v=637709706476730000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155552/Cosm_respaldo_medio_brazo_ajustable_carbon_2.png?v=637708826984830000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155868/Cosm_carbono.jpg?v=637708828923630000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156201/Cosm-medio.jpg?v=637711122577600000	no		Diseñado por Studio 7.5	brazo ajustable	Carbón	"Deje que el diseño delgado y de respuesta instantánea del Mid-Back Cosm le haga olvidar que está sentado en una silla. El soporte y la belleza coexisten en armonía, haciendo de Cosm una escultura funcional. El respaldo medio proporciona soporte escapular y se adapta fácilmente a cualquier ajuste. En las opciones de ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC152SFH-15"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156201/Cosm-medio.jpg?v=637711122577600000	no	6	https://store.hermanmiller.com.mx/silla-cosm-media/p?idsku=29		Sillas > Sillas para Oficinas	19 g
